adm0_name,mkt_name,cm_name,mp_price,date,um_name,Gradient
Philippines,Koronadal,Rice (paddy),16935.401541490563,2013-1,KG,1713.5290588698062
Philippines,Koronadal,Rice (paddy),16603.779720315553,2013-2,KG,-331.62182117500925
Philippines,Koronadal,Rice (paddy),15513.826493425437,2013-3,KG,-1089.9532268901166
Philippines,Legazpi,Rice (paddy),16539.792254842243,2008-2,KG,-2145.4937085124766
Philippines,Legazpi,Rice (paddy),16500.920227833387,2008-3,KG,-38.872027008856094
Philippines,Legazpi,Rice (paddy),14779.558616045591,2008-4,KG,-1721.3616117877955
Philippines,Legazpi,Rice (paddy),15059.999122358679,2008-5,KG,280.4405063130871
Philippines,Legazpi,Rice (paddy),13822.812299407266,2008-6,KG,-1237.186822951413
Philippines,Legazpi,Rice (paddy),20243.889998219434,2008-7,KG,6421.077698812169
Philippines,Legazpi,Rice (paddy),21128.89467421492,2008-8,KG,885.0046759954857
Philippines,Legazpi,Rice (paddy),22795.779251097207,2008-9,KG,1666.8845768822866
Philippines,Legazpi,Rice (paddy),22747.05105734012,2008-10,KG,-48.728193757087865
Philippines,Legazpi,Rice (paddy),21441.118605958403,2008-11,KG,-1305.9324513817155
Philippines,Legazpi,Rice (paddy),20614.215797334342,2008-12,KG,-826.9028086240614
Philippines,Legazpi,Rice (paddy),18639.539011109347,2009-1,KG,-1974.6767862249944
Philippines,Legazpi,Rice (paddy),17207.336034289787,2009-2,KG,-1432.2029768195607
Philippines,Legazpi,Rice (paddy),17213.23709093899,2009-3,KG,5.901056649203383
Philippines,Legazpi,Rice (paddy),18117.910467326477,2009-4,KG,904.6733763874872
Philippines,Legazpi,Rice (paddy),18914.28142894757,2009-5,KG,796.3709616210908
Philippines,Legazpi,Rice (paddy),20018.004342114637,2009-6,KG,1103.7229131670683
Philippines,Legazpi,Rice (paddy),19232.488716474483,2009-7,KG,-785.5156256401533
Philippines,Legazpi,Rice (paddy),19043.73759559038,2009-8,KG,-188.75112088410242
Philippines,Legazpi,Rice (paddy),22129.22170453272,2009-9,KG,3085.484108942339
Philippines,Legazpi,Rice (paddy),19052.647830785856,2009-10,KG,-3076.5738737468637
Philippines,Legazpi,Rice (paddy),18520.56604888066,2009-11,KG,-532.0817819051954
Philippines,Legazpi,Rice (paddy),18246.638908228168,2009-12,KG,-273.9271406524931
Philippines,Legazpi,Rice (paddy),18634.034912905743,2010-1,KG,387.39600467757555
Philippines,Legazpi,Rice (paddy),18022.33327163921,2010-2,KG,-611.7016412665325
Philippines,Legazpi,Rice (paddy),18440.48673117654,2010-3,KG,418.1534595373305
Philippines,Legazpi,Rice (paddy),18816.77598851321,2010-4,KG,376.28925733666983
Philippines,Legazpi,Rice (paddy),18706.1499516873,2010-5,KG,-110.62603682590998
Philippines,Legazpi,Rice (paddy),18976.205364759106,2010-6,KG,270.05541307180465
Philippines,Legazpi,Rice (paddy),19311.42989356779,2010-7,KG,335.22452880868514
Philippines,Legazpi,Rice (paddy),17144.980954229053,2010-8,KG,-2166.4489393387375
Philippines,Legazpi,Rice (paddy),18821.46782027065,2010-9,KG,1676.486866041596
Philippines,Legazpi,Rice (paddy),18688.814892663046,2010-10,KG,-132.6529276076035
Philippines,Legazpi,Rice (paddy),19605.8591972781,2010-11,KG,917.044304615054
Philippines,Legazpi,Rice (paddy),19012.37753131857,2010-12,KG,-593.4816659595308
Philippines,Legazpi,Rice (paddy),19379.55644310715,2012-3,KG,24.478594119238792
Philippines,Legazpi,Rice (paddy),18579.479790124744,2012-4,KG,-800.0766529824068
Philippines,Legazpi,Rice (paddy),17779.403137142337,2012-5,KG,-800.0766529824068
Philippines,Legazpi,Rice (paddy),17346.946292705637,2012-6,KG,-432.4568444366996
Philippines,Legazpi,Rice (paddy),17926.673797455398,2012-7,KG,579.7275047497606
Philippines,Legazpi,Rice (paddy),18506.40130220516,2012-8,KG,579.7275047497606
Philippines,Legazpi,Rice (paddy),19086.12880695492,2012-9,KG,579.7275047497606
Philippines,Legazpi,Rice (paddy),18814.205884017814,2012-10,KG,-271.9229229371049
Philippines,Legazpi,Rice (paddy),19295.63457044625,2012-11,KG,481.4286864284368
Philippines,Legazpi,Rice (paddy),19676.531365849973,2012-12,KG,380.8967954037198
Philippines,Legazpi,Rice (paddy),20057.42816125369,2013-1,KG,380.8967954037198
Philippines,Legazpi,Rice (paddy),18808.23634984897,2013-2,KG,-1249.191811404722
Philippines,Legazpi,Rice (paddy),18055.69921611261,2013-3,KG,-752.5371337363576
Philippines,Lingayen,Rice (paddy),15949.533913173611,2008-2,KG,-1078.1863598835116
Philippines,Lingayen,Rice (paddy),14931.601940431052,2008-3,KG,-1017.9319727425591
Philippines,Lingayen,Rice (paddy),13505.61789836021,2008-4,KG,-1425.9840420708424
Philippines,Lingayen,Rice (paddy),13034.902352528889,2008-5,KG,-470.7155458313209
Philippines,Lingayen,Rice (paddy),12370.52329165704,2008-6,KG,-664.3790608718482
Philippines,Lingayen,Rice (paddy),12191.013104550431,2008-7,KG,-179.510187106609
Philippines,Lingayen,Rice (paddy),15668.938042385493,2008-8,KG,3477.9249378350614
Philippines,Lingayen,Rice (paddy),16838.694080949852,2008-9,KG,1169.7560385643592
Philippines,Lingayen,Rice (paddy),18534.005006391388,2008-10,KG,1695.3109254415358
Philippines,Lingayen,Rice (paddy),18202.69625387736,2008-11,KG,-331.30875251402904
Philippines,Lingayen,Rice (paddy),17608.586893740077,2008-12,KG,-594.1093601372813
Philippines,Lingayen,Rice (paddy),16993.348848097605,2009-1,KG,-615.2380456424726
Philippines,Lingayen,Rice (paddy),14494.65011829587,2009-2,KG,-2498.6987298017357
Philippines,Lingayen,Rice (paddy),15108.244844275972,2009-3,KG,613.5947259801032
Philippines,Lingayen,Rice (paddy),14688.754064017632,2009-4,KG,-419.49078025834024
Philippines,Lingayen,Rice (paddy),14712.366213295149,2009-5,KG,23.612149277516437
Philippines,Lingayen,Rice (paddy),14947.098537718892,2009-6,KG,234.7323244237432
Philippines,Lingayen,Rice (paddy),15835.645093107325,2009-7,KG,888.5465553884333
Philippines,Lingayen,Rice (paddy),17101.563124855973,2009-8,KG,1265.918031748648
Philippines,Lingayen,Rice (paddy),17288.454456666186,2009-9,KG,186.89133181021316
Philippines,Lingayen,Rice (paddy),17654.161325764508,2009-10,KG,365.7068690983215
Philippines,Lingayen,Rice (paddy),16672.307236073702,2009-11,KG,-981.8540896908053
Philippines,Lingayen,Rice (paddy),15151.843280035622,2009-12,KG,-1520.4639560380801
Philippines,Lingayen,Rice (paddy),15958.736517170213,2010-1,KG,806.8932371345909
Philippines,Lingayen,Rice (paddy),16378.71486740171,2010-2,KG,419.97835023149673
Philippines,Lingayen,Rice (paddy),14538.801178536552,2010-3,KG,-1839.9136888651574
Philippines,Lingayen,Rice (paddy),15845.072875237787,2010-4,KG,1306.2716967012348
Philippines,Lingayen,Rice (paddy),15642.410929933818,2010-5,KG,-202.66194530396933
Philippines,Lingayen,Rice (paddy),16882.966690248577,2010-6,KG,1240.555760314759
Philippines,Lingayen,Rice (paddy),16897.50115687182,2010-7,KG,14.534466623241315
Philippines,Lingayen,Rice (paddy),16913.604693038378,2010-8,KG,16.103536166559934
Philippines,Lingayen,Rice (paddy),16626.693267669594,2010-9,KG,-286.91142536878397
Philippines,Lingayen,Rice (paddy),16679.96169684975,2010-10,KG,53.26842918015609
Philippines,Lingayen,Rice (paddy),16333.800263678311,2010-11,KG,-346.16143317143906
Philippines,Lingayen,Rice (paddy),16869.211875990128,2010-12,KG,535.4116123118165
Philippines,Lingayen,Rice (paddy),14774.173916044205,2012-1,KG,-161.15676614968638
Philippines,Lingayen,Rice (paddy),14779.842724248694,2012-2,KG,5.6688082044893235
Philippines,Lingayen,Rice (paddy),14783.053196601171,2012-3,KG,3.2104723524771543
Philippines,Lingayen,Rice (paddy),14873.05891555393,2012-4,KG,90.00571895275789
Philippines,Lingayen,Rice (paddy),14963.064634506687,2012-5,KG,90.00571895275789
Philippines,Lingayen,Rice (paddy),14922.529954021731,2012-6,KG,-40.53468048495597
Philippines,Lingayen,Rice (paddy),14240.513307137522,2012-7,KG,-682.016646884209
Philippines,Lingayen,Rice (paddy),14329.854670233242,2012-8,KG,89.34136309572023
Philippines,Lingayen,Rice (paddy),14584.374839352187,2012-9,KG,254.52016911894498
Philippines,Lingayen,Rice (paddy),15359.233530770909,2012-10,KG,774.8586914187217
Philippines,Lingayen,Rice (paddy),15166.671175323636,2012-11,KG,-192.56235544727315
Philippines,Lingayen,Rice (paddy),15021.5846867968,2012-12,KG,-145.08648852683655
Philippines,Lingayen,Rice (paddy),15302.136639670578,2013-1,KG,280.55195287377865
Philippines,Lingayen,Rice (paddy),15218.550097934942,2013-2,KG,-83.58654173563627
Philippines,Lingayen,Rice (paddy),15204.257549713982,2013-3,KG,-14.292548220959361
Philippines,Palayan,Rice (paddy),16158.10474126896,2008-2,KG,1097.9241859259946
Philippines,Palayan,Rice (paddy),12619.498093863123,2008-3,KG,-3538.606647405837
Philippines,Palayan,Rice (paddy),14329.022037955403,2008-4,KG,1709.5239440922796
Philippines,Palayan,Rice (paddy),11683.388792819314,2008-5,KG,-2645.6332451360886
Philippines,Palayan,Rice (paddy),10436.223286052484,2008-6,KG,-1247.1655067668307
Philippines,Palayan,Rice (paddy),12242.47912293376,2008-7,KG,1806.255836881277
Philippines,Palayan,Rice (paddy),15893.54398019443,2008-8,KG,3651.0648572606697
Philippines,Palayan,Rice (paddy),18907.297344415525,2008-9,KG,3013.7533642210947
Philippines,Palayan,Rice (paddy),19602.71145620701,2008-10,KG,695.4141117914842
Philippines,Palayan,Rice (paddy),18400.2653159672,2008-11,KG,-1202.4461402398083
Philippines,Palayan,Rice (paddy),18204.171450440106,2008-12,KG,-196.09386552709475
Philippines,Palayan,Rice (paddy),15272.772277227725,2009-1,KG,-2931.3991732123814
Philippines,Palayan,Rice (paddy),13890.025479764925,2009-2,KG,-1382.7467974627998
Philippines,Palayan,Rice (paddy),17587.437897263753,2009-3,KG,3697.4124174988283
Philippines,Palayan,Rice (paddy),16051.628152431638,2009-4,KG,-1535.809744832115
Philippines,Palayan,Rice (paddy),15213.406548732439,2009-5,KG,-838.2216036991995
Philippines,Palayan,Rice (paddy),14391.573388814124,2009-6,KG,-821.8331599183148
Philippines,Palayan,Rice (paddy),13971.58373125052,2009-7,KG,-419.98965756360485
Philippines,Palayan,Rice (paddy),15225.706109332466,2009-8,KG,1254.1223780819473
Philippines,Palayan,Rice (paddy),20885.38122281821,2009-9,KG,5659.675113485744
Philippines,Palayan,Rice (paddy),15897.988209588984,2009-10,KG,-4987.393013229226
Philippines,Palayan,Rice (paddy),14927.530897414828,2009-11,KG,-970.457312174156
Philippines,Palayan,Rice (paddy),14312.580966132517,2009-12,KG,-614.9499312823118
Philippines,Palayan,Rice (paddy),14994.660352203333,2010-1,KG,682.0793860708163
Philippines,Palayan,Rice (paddy),14793.677944749928,2010-2,KG,-200.98240745340445
Philippines,Palayan,Rice (paddy),16626.668364175574,2010-3,KG,1832.990419425645
Philippines,Palayan,Rice (paddy),16744.38782221074,2010-4,KG,117.71945803516792
Philippines,Palayan,Rice (paddy),15432.573710142024,2010-5,KG,-1311.8141120687178
Philippines,Palayan,Rice (paddy),16010.434787826018,2010-6,KG,577.8610776839942
Philippines,Palayan,Rice (paddy),15135.062910103217,2010-7,KG,-875.3718777228005
Philippines,Palayan,Rice (paddy),19281.509350063745,2010-8,KG,4146.446439960528
Philippines,Palayan,Rice (paddy),17246.394212245184,2010-9,KG,-2035.1151378185605
Philippines,Palayan,Rice (paddy),16306.78289278464,2010-10,KG,-939.6113194605441
Philippines,Palayan,Rice (paddy),16603.03872956312,2010-11,KG,296.2558367784786
Philippines,Palayan,Rice (paddy),14837.51847486723,2010-12,KG,-1765.520254695888
Philippines,Palayan,Rice (paddy),13781.593756309969,2012-1,KG,-81.22497835055863
Philippines,Palayan,Rice (paddy),13665.550916766068,2012-2,KG,-116.04283954390121
Philippines,Palayan,Rice (paddy),15264.641898759211,2012-3,KG,1599.090981993144
Philippines,Palayan,Rice (paddy),14830.83477436843,2012-4,KG,-433.8071243907816
Philippines,Palayan,Rice (paddy),14397.027649977648,2012-5,KG,-433.8071243907816
Philippines,Palayan,Rice (paddy),13456.376033642024,2012-6,KG,-940.6516163356246
Philippines,Palayan,Rice (paddy),13159.694861262467,2012-7,KG,-296.6811723795563
Philippines,Palayan,Rice (paddy),14918.980137278151,2012-8,KG,1759.2852760156838
Philippines,Palayan,Rice (paddy),15273.46910508713,2012-9,KG,354.4889678089785
